Date,GT_Khop,KL_Khop,KL_Ban,KL_Mua
15/5/2024,6978395,60367000,102734100,121793000
16/5/2024,6978395,60367000,102734100,121793000
17/5/2024,6978395,60367000,102734100,121793000
18/5/2024,6978395,60367000,102734100,121793000
19/5/2024,6978395,60367000,102734100,121793000
20/5/2024,6978395,60367000,102734100,121793000
21/5/2024,6978395,60367000,102734100,121793000
22/5/2024,6978395,60367000,102734100,121793000
23/5/2024,6978395,60367000,102734100,121793000
24/5/2024,6978395,60367000,102734100,121793000
25/5/2024,6978395,60367000,102734100,121793000
26/5/2024,6978395,60367000,102734100,121793000
27/5/2024,6978395,60367000,102734100,121793000
28/5/2024,6978395,60367000,102734100,121793000
29/5/2024,6978395,60367000,102734100,121793000
30/5/2024,6978395,60367000,102734100,121793000
31/5/2024,6978395,60367000,102734100,121793000
1/6/2024,11581548,87243800,150777000,154735700
2/6/2024,11581548,87243800,150777000,154735700
3/6/2024,11581548,87243800,150777000,154735700
4/6/2024,11581548,87243800,150777000,154735700
5/6/2024,11581548,87243800,150777000,154735700
6/6/2024,11581548,87243800,150777000,154735700
7/6/2024,11581548,87243800,150777000,154735700
8/6/2024,11581548,87243800,150777000,154735700
9/6/2024,11581548,87243800,150777000,154735700
10/6/2024,11581548,87243800,150777000,154735700
11/6/2024,11581548,87243800,150777000,154735700
12/6/2024,11581548,87243800,150777000,154735700
13/6/2024,11581548,87243800,150777000,154735700
14/6/2024,11581548,87243800,150777000,154735700
15/6/2024,11581548,87243800,150777000,154735700
16/6/2024,11581548,87243800,150777000,154735700
17/6/2024,11581548,87243800,150777000,154735700
18/6/2024,11581548,87243800,150777000,154735700
19/6/2024,11581548,87243800,150777000,154735700
20/6/2024,11581548,87243800,150777000,154735700
21/6/2024,11581548,87243800,150777000,154735700
22/6/2024,11581548,87243800,150777000,154735700
23/6/2024,11581548,87243800,150777000,154735700
24/6/2024,11581548,87243800,150777000,154735700
25/6/2024,11581548,87243800,150777000,154735700
26/6/2024,11581548,87243800,150777000,154735700
27/6/2024,11581548,87243800,150777000,154735700
28/6/2024,11581548,87243800,150777000,154735700
29/6/2024,11581548,87243800,150777000,154735700
30/6/2024,11581548,87243800,150777000,154735700
1/7/2024,20390648,152347900,211010300,215201000
2/7/2024,20390648,152347900,211010300,215201000
3/7/2024,20390648,152347900,211010300,215201000
4/7/2024,20390648,152347900,211010300,215201000
5/7/2024,20390648,152347900,211010300,215201000
6/7/2024,20390648,152347900,211010300,215201000
7/7/2024,20390648,152347900,211010300,215201000
8/7/2024,20390648,152347900,211010300,215201000
9/7/2024,20390648,152347900,211010300,215201000
10/7/2024,20390648,152347900,211010300,215201000
11/7/2024,20390648,152347900,211010300,215201000
12/7/2024,20390648,152347900,211010300,215201000
13/7/2024,20390648,152347900,211010300,215201000
14/7/2024,20390648,152347900,211010300,215201000
15/7/2024,20390648,152347900,211010300,215201000
16/7/2024,20390648,152347900,211010300,215201000
17/7/2024,20390648,152347900,211010300,215201000
18/7/2024,20390648,152347900,211010300,215201000
19/7/2024,20390648,152347900,211010300,215201000
20/7/2024,20390648,152347900,211010300,215201000
21/7/2024,20390648,152347900,211010300,215201000
22/7/2024,20390648,152347900,211010300,215201000
23/7/2024,20390648,152347900,211010300,215201000
24/7/2024,20390648,152347900,211010300,215201000
25/7/2024,20390648,152347900,211010300,215201000
26/7/2024,20390648,152347900,211010300,215201000
27/7/2024,20390648,152347900,211010300,215201000
28/7/2024,20390648,152347900,211010300,215201000
29/7/2024,20390648,152347900,211010300,215201000
30/7/2024,20390648,152347900,211010300,215201000
31/7/2024,20390648,152347900,211010300,215201000
1/8/2024,17425878,132559000,161618900,173092300
2/8/2024,17425878,132559000,161618900,173092300
3/8/2024,17425878,132559000,161618900,173092300
4/8/2024,17425878,132559000,161618900,173092300
5/8/2024,17425878,132559000,161618900,173092300
6/8/2024,17425878,132559000,161618900,173092300
7/8/2024,17425878,132559000,161618900,173092300
8/8/2024,17425878,132559000,161618900,173092300
9/8/2024,17425878,132559000,161618900,173092300
10/8/2024,17425878,132559000,161618900,173092300
11/8/2024,17425878,132559000,161618900,173092300
12/8/2024,17425878,132559000,161618900,173092300
13/8/2024,17425878,132559000,161618900,173092300
14/8/2024,17425878,132559000,161618900,173092300
15/8/2024,17425878,132559000,161618900,173092300
16/8/2024,17425878,132559000,161618900,173092300
17/8/2024,17425878,132559000,161618900,173092300
18/8/2024,17425878,132559000,161618900,173092300
19/8/2024,17425878,132559000,161618900,173092300
20/8/2024,17425878,132559000,161618900,173092300
21/8/2024,17425878,132559000,161618900,173092300
22/8/2024,17425878,132559000,161618900,173092300
23/8/2024,17425878,132559000,161618900,173092300
24/8/2024,17425878,132559000,161618900,173092300
25/8/2024,17425878,132559000,161618900,173092300
26/8/2024,17425878,132559000,161618900,173092300
27/8/2024,17425878,132559000,161618900,173092300
28/8/2024,17425878,132559000,161618900,173092300
29/8/2024,17425878,132559000,161618900,173092300
30/8/2024,17425878,132559000,161618900,173092300
31/8/2024,17425878,132559000,161618900,173092300
1/9/2024,12332109,96911000,135081700,119291500
2/9/2024,12332109,96911000,135081700,119291500
3/9/2024,12332109,96911000,135081700,119291500
4/9/2024,12332109,96911000,135081700,119291500
5/9/2024,12332109,96911000,135081700,119291500
6/9/2024,12332109,96911000,135081700,119291500
7/9/2024,12332109,96911000,135081700,119291500
8/9/2024,12332109,96911000,135081700,119291500
9/9/2024,12332109,96911000,135081700,119291500
10/9/2024,12332109,96911000,135081700,119291500
11/9/2024,12332109,96911000,135081700,119291500
12/9/2024,12332109,96911000,135081700,119291500
13/9/2024,12332109,96911000,135081700,119291500
14/9/2024,12332109,96911000,135081700,119291500
15/9/2024,12332109,96911000,135081700,119291500
16/9/2024,12332109,96911000,135081700,119291500
17/9/2024,12332109,96911000,135081700,119291500
18/9/2024,12332109,96911000,135081700,119291500
19/9/2024,12332109,96911000,135081700,119291500
20/9/2024,12332109,96911000,135081700,119291500
21/9/2024,12332109,96911000,135081700,119291500
22/9/2024,12332109,96911000,135081700,119291500
23/9/2024,12332109,96911000,135081700,119291500
24/9/2024,12332109,96911000,135081700,119291500
25/9/2024,12332109,96911000,135081700,119291500
26/9/2024,12332109,96911000,135081700,119291500
27/9/2024,12332109,96911000,135081700,119291500
28/9/2024,12332109,96911000,135081700,119291500
29/9/2024,12332109,96911000,135081700,119291500
30/9/2024,12332109,96911000,135081700,119291500
1/10/2024,9420669,70939800,122299500,110238700
2/10/2024,9420669,70939800,122299500,110238700
3/10/2024,9420669,70939800,122299500,110238700
4/10/2024,9420669,70939800,122299500,110238700
5/10/2024,9420669,70939800,122299500,110238700
6/10/2024,9420669,70939800,122299500,110238700
7/10/2024,9420669,70939800,122299500,110238700
8/10/2024,9420669,70939800,122299500,110238700
9/10/2024,9420669,70939800,122299500,110238700
10/10/2024,9420669,70939800,122299500,110238700
11/10/2024,9420669,70939800,122299500,110238700
12/10/2024,9420669,70939800,122299500,110238700
13/10/2024,9420669,70939800,122299500,110238700
14/10/2024,9420669,70939800,122299500,110238700
15/10/2024,9420669,70939800,122299500,110238700
16/10/2024,9420669,70939800,122299500,110238700
17/10/2024,9420669,70939800,122299500,110238700
18/10/2024,9420669,70939800,122299500,110238700
19/10/2024,9420669,70939800,122299500,110238700
20/10/2024,9420669,70939800,122299500,110238700
21/10/2024,9420669,70939800,122299500,110238700
22/10/2024,9420669,70939800,122299500,110238700
23/10/2024,9420669,70939800,122299500,110238700
24/10/2024,9420669,70939800,122299500,110238700
25/10/2024,9420669,70939800,122299500,110238700
26/10/2024,9420669,70939800,122299500,110238700
27/10/2024,9420669,70939800,122299500,110238700
28/10/2024,9420669,70939800,122299500,110238700
29/10/2024,9420669,70939800,122299500,110238700
30/10/2024,9420669,70939800,122299500,110238700
31/10/2024,9420669,70939800,122299500,110238700
1/11/2024,9384944,68748900,120487000,117352300
2/11/2024,9384944,68748900,120487000,117352300
3/11/2024,9384944,68748900,120487000,117352300
4/11/2024,9384944,68748900,120487000,117352300
5/11/2024,9384944,68748900,120487000,117352300
6/11/2024,9384944,68748900,120487000,117352300
7/11/2024,9384944,68748900,120487000,117352300
8/11/2024,9384944,68748900,120487000,117352300
9/11/2024,9384944,68748900,120487000,117352300
10/11/2024,9384944,68748900,120487000,117352300
11/11/2024,9384944,68748900,120487000,117352300
12/11/2024,9384944,68748900,120487000,117352300
13/11/2024,9384944,68748900,120487000,117352300
14/11/2024,9384944,68748900,120487000,117352300
15/11/2024,9384944,68748900,120487000,117352300
16/11/2024,9384944,68748900,120487000,117352300
17/11/2024,9384944,68748900,120487000,117352300
18/11/2024,9384944,68748900,120487000,117352300
19/11/2024,9384944,68748900,120487000,117352300
20/11/2024,9384944,68748900,120487000,117352300
21/11/2024,9384944,68748900,120487000,117352300
22/11/2024,9384944,68748900,120487000,117352300
23/11/2024,9384944,68748900,120487000,117352300
24/11/2024,9384944,68748900,120487000,117352300
25/11/2024,9384944,68748900,120487000,117352300
26/11/2024,9384944,68748900,120487000,117352300
27/11/2024,9384944,68748900,120487000,117352300
28/11/2024,9384944,68748900,120487000,117352300
29/11/2024,9384944,68748900,120487000,117352300
30/11/2024,9384944,68748900,120487000,117352300
1/12/2024,13050959,96216400,170419800,160185700
2/12/2024,13050959,96216400,170419800,160185700
3/12/2024,13050959,96216400,170419800,160185700
4/12/2024,13050959,96216400,170419800,160185700
5/12/2024,13050959,96216400,170419800,160185700
6/12/2024,13050959,96216400,170419800,160185700
7/12/2024,13050959,96216400,170419800,160185700
8/12/2024,13050959,96216400,170419800,160185700
9/12/2024,13050959,96216400,170419800,160185700
10/12/2024,13050959,96216400,170419800,160185700
11/12/2024,13050959,96216400,170419800,160185700
12/12/2024,13050959,96216400,170419800,160185700
13/12/2024,13050959,96216400,170419800,160185700
14/12/2024,13050959,96216400,170419800,160185700
15/12/2024,13050959,96216400,170419800,160185700
16/12/2024,13050959,96216400,170419800,160185700
17/12/2024,13050959,96216400,170419800,160185700
18/12/2024,13050959,96216400,170419800,160185700
19/12/2024,13050959,96216400,170419800,160185700
20/12/2024,13050959,96216400,170419800,160185700
21/12/2024,13050959,96216400,170419800,160185700
22/12/2024,13050959,96216400,170419800,160185700
23/12/2024,13050959,96216400,170419800,160185700
24/12/2024,13050959,96216400,170419800,160185700
25/12/2024,13050959,96216400,170419800,160185700
26/12/2024,13050959,96216400,170419800,160185700
27/12/2024,13050959,96216400,170419800,160185700
28/12/2024,13050959,96216400,170419800,160185700
29/12/2024,13050959,96216400,170419800,160185700
30/12/2024,13050959,96216400,170419800,160185700
31/12/2024,13050959,96216400,170419800,160185700
1/1/2025,12658417,85416000,142458200,142597200
2/1/2025,12658417,85416000,142458200,142597200
3/1/2025,12658417,85416000,142458200,142597200
4/1/2025,12658417,85416000,142458200,142597200
5/1/2025,12658417,85416000,142458200,142597200
6/1/2025,12658417,85416000,142458200,142597200
7/1/2025,12658417,85416000,142458200,142597200
8/1/2025,12658417,85416000,142458200,142597200
9/1/2025,12658417,85416000,142458200,142597200
10/1/2025,12658417,85416000,142458200,142597200
11/1/2025,12658417,85416000,142458200,142597200
12/1/2025,12658417,85416000,142458200,142597200
13/1/2025,12658417,85416000,142458200,142597200
14/1/2025,12658417,85416000,142458200,142597200
15/1/2025,12658417,85416000,142458200,142597200
16/1/2025,12658417,85416000,142458200,142597200
17/1/2025,12658417,85416000,142458200,142597200
18/1/2025,12658417,85416000,142458200,142597200
19/1/2025,12658417,85416000,142458200,142597200
20/1/2025,12658417,85416000,142458200,142597200
21/1/2025,12658417,85416000,142458200,142597200
22/1/2025,12658417,85416000,142458200,142597200
23/1/2025,12658417,85416000,142458200,142597200
24/1/2025,12658417,85416000,142458200,142597200
25/1/2025,12658417,85416000,142458200,142597200
26/1/2025,12658417,85416000,142458200,142597200
27/1/2025,12658417,85416000,142458200,142597200
28/1/2025,12658417,85416000,142458200,142597200
29/1/2025,12658417,85416000,142458200,142597200
30/1/2025,12658417,85416000,142458200,142597200
31/1/2025,12658417,85416000,142458200,142597200
1/2/2025,8534914,57077300,86906100,88070200
2/2/2025,8534914,57077300,86906100,88070200
3/2/2025,8534914,57077300,86906100,88070200
4/2/2025,8534914,57077300,86906100,88070200
5/2/2025,8534914,57077300,86906100,88070200
6/2/2025,8534914,57077300,86906100,88070200
7/2/2025,8534914,57077300,86906100,88070200
8/2/2025,8534914,57077300,86906100,88070200
9/2/2025,8534914,57077300,86906100,88070200
10/2/2025,8534914,57077300,86906100,88070200
11/2/2025,8534914,57077300,86906100,88070200
12/2/2025,8534914,57077300,86906100,88070200
13/2/2025,8534914,57077300,86906100,88070200
14/2/2025,8534914,57077300,86906100,88070200
15/2/2025,8534914,57077300,86906100,88070200
16/2/2025,8534914,57077300,86906100,88070200
17/2/2025,8534914,57077300,86906100,88070200
18/2/2025,8534914,57077300,86906100,88070200
19/2/2025,8534914,57077300,86906100,88070200
20/2/2025,8534914,57077300,86906100,88070200
21/2/2025,8534914,57077300,86906100,88070200
22/2/2025,8534914,57077300,86906100,88070200
23/2/2025,8534914,57077300,86906100,88070200
24/2/2025,8534914,57077300,86906100,88070200
25/2/2025,8534914,57077300,86906100,88070200
26/2/2025,8534914,57077300,86906100,88070200
27/2/2025,8534914,57077300,86906100,88070200
28/2/2025,8534914,57077300,86906100,88070200
1/3/2025,13399266,93419200,148910100,161785900
2/3/2025,13399266,93419200,148910100,161785900
3/3/2025,13399266,93419200,148910100,161785900
4/3/2025,13399266,93419200,148910100,161785900
5/3/2025,13399266,93419200,148910100,161785900
6/3/2025,13399266,93419200,148910100,161785900
7/3/2025,13399266,93419200,148910100,161785900
8/3/2025,13399266,93419200,148910100,161785900
9/3/2025,13399266,93419200,148910100,161785900
10/3/2025,13399266,93419200,148910100,161785900
11/3/2025,13399266,93419200,148910100,161785900
12/3/2025,13399266,93419200,148910100,161785900
