Date,GT_Khop,KL_Khop,KL_Ban,KL_Mua
2024-04-30,"7,784,914","68,853,100","121,896,600","126,321,700"
2024-05-01,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-02,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-03,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-04,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-05,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-06,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-07,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-08,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-09,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-10,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-11,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-12,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-13,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-14,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-15,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-16,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-17,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-18,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-19,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-20,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-21,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-22,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-23,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-24,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-25,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-26,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-27,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-28,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-29,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-30,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-05-31,"6,978,395","60,367,000","102,734,100","121,793,000"
2024-06-01,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-02,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-03,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-04,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-05,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-06,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-07,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-08,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-09,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-10,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-11,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-12,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-13,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-14,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-15,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-16,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-17,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-18,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-19,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-20,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-21,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-22,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-23,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-24,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-25,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-26,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-27,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-28,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-29,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-06-30,"11,581,548","87,243,800","150,777,000","154,735,700"
2024-07-01,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-02,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-03,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-04,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-05,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-06,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-07,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-08,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-09,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-10,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-11,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-12,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-13,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-14,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-15,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-16,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-17,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-18,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-19,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-20,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-21,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-22,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-23,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-24,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-25,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-26,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-27,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-28,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-29,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-30,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-07-31,"20,390,648","152,347,900","211,010,300","215,201,000"
2024-08-01,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-02,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-03,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-04,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-05,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-06,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-07,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-08,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-09,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-10,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-11,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-12,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-13,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-14,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-15,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-16,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-17,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-18,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-19,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-20,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-21,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-22,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-23,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-24,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-25,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-26,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-27,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-28,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-29,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-30,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-08-31,"17,425,878","132,559,000","161,618,900","173,092,300"
2024-09-01,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-02,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-03,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-04,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-05,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-06,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-07,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-08,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-09,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-10,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-11,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-12,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-13,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-14,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-15,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-16,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-17,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-18,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-19,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-20,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-21,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-22,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-23,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-24,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-25,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-26,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-27,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-28,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-29,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-09-30,"12,332,109","96,911,000","135,081,700","119,291,500"
2024-10-01,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-02,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-03,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-04,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-05,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-06,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-07,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-08,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-09,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-10,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-11,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-12,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-13,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-14,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-15,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-16,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-17,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-18,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-19,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-20,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-21,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-22,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-23,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-24,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-25,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-26,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-27,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-28,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-29,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-30,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-10-31,"9,420,669","70,939,800","122,299,500","110,238,700"
2024-11-01,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-02,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-03,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-04,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-05,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-06,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-07,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-08,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-09,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-10,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-11,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-12,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-13,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-14,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-15,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-16,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-17,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-18,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-19,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-20,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-21,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-22,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-23,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-24,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-25,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-26,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-27,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-28,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-29,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-11-30,"9,384,944","68,748,900","120,487,000","117,352,300"
2024-12-01,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-02,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-03,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-04,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-05,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-06,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-07,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-08,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-09,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-10,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-11,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-12,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-13,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-14,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-15,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-16,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-17,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-18,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-19,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-20,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-21,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-22,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-23,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-24,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-25,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-26,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-27,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-28,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-29,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-30,"13,050,959","96,216,400","170,419,800","160,185,700"
2024-12-31,"13,050,959","96,216,400","170,419,800","160,185,700"
2025-01-01,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-02,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-03,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-04,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-05,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-06,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-07,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-08,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-09,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-10,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-11,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-12,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-13,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-14,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-15,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-16,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-17,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-18,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-19,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-20,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-21,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-22,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-23,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-24,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-25,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-26,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-27,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-28,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-29,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-30,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-01-31,"12,658,417","85,416,000","142,458,200","142,597,200"
2025-02-01,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-02,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-03,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-04,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-05,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-06,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-07,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-08,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-09,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-10,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-11,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-12,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-13,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-14,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-15,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-16,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-17,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-18,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-19,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-20,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-21,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-22,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-23,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-24,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-25,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-26,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-27,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-02-28,"8,534,914","57,077,300","86,906,100","88,070,200"
2025-03-01,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-02,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-03,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-04,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-05,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-06,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-07,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-08,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-09,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-10,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-11,"13,399,266","93,419,200","148,910,100","161,785,900"
2025-03-12,"13,399,266","93,419,200","148,910,100","161,785,900"
