StockID,Date,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value
FPT,26/02/2025,720823899.00,63241179.00,4.30,917414.00,128892.00,1006692.00,140924.00,500100.00,70271.00,500100.00,70271.00,1417514.00,199163.00,1506792.00,211195.00
FPT,25/02/2025,720823899.00,61855637.00,4.20,1784354.00,247873.00,3167760.00,438526.00,353000.00,49043.00,353000.00,49043.00,2137354.00,296916.00,3520760.00,487569.00
FPT,24/02/2025,720823899.00,62361682.00,4.24,1290243.00,181334.00,3072347.00,430990.00,0.00,0.00,0.00,0.00,1290243.00,181334.00,3072347.00,430990.00
FPT,21/02/2025,720823899.00,62914196.00,4.28,1271718.00,180492.00,2313956.00,328420.00,0.00,0.00,0.00,0.00,1271718.00,180492.00,2313956.00,328420.00
FPT,20/02/2025,720823899.00,63757444.00,4.33,269700.00,38643.00,1310309.00,187857.00,0.00,0.00,0.00,0.00,269700.00,38643.00,1310309.00,187857.00
FPT,19/02/2025,720823899.00,62990964.00,4.28,1097434.00,157727.00,749729.00,107572.00,420000.00,60321.00,440000.00,63192.00,1517434.00,218047.00,1189729.00,170764.00
FPT,18/02/2025,720823899.00,63528198.00,4.32,762219.00,109615.00,460470.00,66175.00,0.00,0.00,0.00,0.00,762219.00,109615.00,460470.00,66175.00
FPT,17/02/2025,720823899.00,63640328.00,4.33,590430.00,84919.00,1083180.00,155232.00,0.00,0.00,0.00,0.00,590430.00,84919.00,1083180.00,155232.00
FPT,14/02/2025,720823899.00,63612958.00,4.32,1378977.00,199368.00,542200.00,78401.00,0.00,0.00,0.00,0.00,1378977.00,199368.00,542200.00,78401.00
FPT,13/02/2025,720823899.00,62892705.00,4.28,503244.00,72249.00,712089.00,102280.00,397300.00,56816.00,397300.00,56816.00,900544.00,129065.00,1109389.00,159096.00
FPT,12/2/2025,720823899.00,61299019.00,4.17,685900.00,99429.00,617800.00,89569.00,0.00,0.00,0.00,0.00,685900.00,99429.00,617800.00,89569.00
FPT,11/2/2025,720823899.00,60083256.00,4.08,1858124.00,265032.00,2116230.00,300521.00,0.00,0.00,0.00,0.00,1858124.00,265032.00,2116230.00,300521.00
FPT,10/2/2025,720823899.00,60916720.00,4.14,2058003.00,295169.00,2126930.00,304578.00,0.00,0.00,0.00,0.00,2058003.00,295169.00,2126930.00,304578.00
FPT,7/2/2025,720823899.00,60115223.00,4.09,2302921.00,336283.00,1931663.00,282036.00,500000.00,73025.00,500000.00,73025.00,2802921.00,409308.00,2431663.00,355061.00
FPT,6/2/2025,720823899.00,60214112.00,4.09,872683.00,127566.00,1024660.00,149802.00,0.00,0.00,0.00,0.00,872683.00,127566.00,1024660.00,149802.00
FPT,5/2/2025,720823899.00,55562340.00,3.78,2808608.00,411564.00,2859500.00,419099.00,0.00,0.00,0.00,0.00,2808608.00,411564.00,2859500.00,419099.00
FPT,4/2/2025,720823899.00,56561349.00,3.84,1192100.00,174145.00,2279032.00,332739.00,420000.00,61343.00,420000.00,61343.00,1612100.00,235488.00,2699032.00,394082.00
FPT,3/2/2025,720823899.00,56710274.00,3.86,2068171.00,305038.00,5524455.00,813492.00,115500.00,16979.00,115500.00,16979.00,2183671.00,322016.00,5639955.00,830471.00
FPT,24/01/2025,720823899.00,57556045.00,3.91,655945.00,100742.00,1809599.00,278236.00,0.00,0.00,0.00,0.00,655945.00,100742.00,1809599.00,278236.00
FPT,23/01/2025,720823899.00,57496890.00,3.91,875815.00,134913.00,1043175.00,160927.00,151300.00,23292.00,151300.00,23292.00,1027115.00,158205.00,1194475.00,184219.00
FPT,22/01/2025,720823899.00,57998406.00,3.94,934890.00,139940.00,1222400.00,183080.00,0.00,0.00,0.00,0.00,934890.00,139940.00,1222400.00,183080.00
FPT,21/01/2025,720823899.00,57473596.00,3.91,590230.00,88672.00,715100.00,107129.00,345500.00,51871.00,345500.00,51871.00,935730.00,140543.00,1060600.00,158999.00
FPT,20/01/2025,720823899.00,56390526.00,3.83,876978.00,131256.00,374299.00,55945.00,0.00,0.00,0.00,0.00,876978.00,131256.00,374299.00,55945.00
FPT,17/01/2025,720823899.00,55619504.00,3.78,509170.00,75267.00,1359700.00,201037.00,0.00,0.00,100000.00,14824.00,509170.00,75267.00,1459700.00,215861.00
FPT,16/01/2025,720823899.00,54521491.00,3.71,428518.00,62689.00,1709300.00,249951.00,288700.00,42188.00,288700.00,42188.00,717218.00,104878.00,1998000.00,292139.00
FPT,15/01/2025,720823899.00,53772762.00,3.66,659358.00,95718.00,1648000.00,239435.00,170900.00,24849.00,170900.00,24849.00,830258.00,120567.00,1818900.00,264284.00
FPT,14/01/2025,720823899.00,53673420.00,3.65,311267.00,45383.00,1607183.00,234460.00,78300.00,11417.00,78300.00,11417.00,389567.00,56799.00,1685483.00,245877.00
FPT,13/01/2025,720823899.00,53573945.00,3.64,254661.00,37430.00,1194247.00,175423.00,1667900.00,244342.00,1667900.00,244342.00,1922561.00,281772.00,2862147.00,419765.00
FPT,10/1/2025,720823899.00,51426306.00,3.50,1008279.00,149380.00,792700.00,117645.00,213000.00,31484.00,213000.00,31484.00,1221279.00,180863.00,1005700.00,149129.00
FPT,9/1/2025,720823899.00,51426316.00,3.50,508690.00,75537.00,410742.00,60994.00,200000.00,29692.00,200000.00,29692.00,708690.00,105229.00,610742.00,90685.00
FPT,8/1/2025,720823899.00,51359698.00,3.49,822800.00,122326.00,2373500.00,352822.00,0.00,0.00,0.00,0.00,822800.00,122326.00,2373500.00,352822.00
FPT,7/1/2025,720823899.00,50581138.00,3.44,1664600.00,250631.00,1008100.00,151800.00,200000.00,30119.00,200000.00,30119.00,1864600.00,280750.00,1208100.00,181919.00
FPT,6/1/2025,720823899.00,49985687.00,3.40,1241900.00,185479.00,1398100.00,208798.00,0.00,0.00,0.00,0.00,1241900.00,185479.00,1398100.00,208798.00
FPT,3/1/2025,720823899.00,49583462.00,3.37,939000.00,141019.00,2477200.00,372272.00,60000.00,9010.00,60000.00,9010.00,999000.00,150029.00,2537200.00,381282.00
FPT,2/1/2025,720823899.00,50406417.00,3.43,349600.00,52890.00,1822800.00,274906.00,0.00,0.00,0.00,0.00,349600.00,52890.00,1822800.00,274906.00
FPT,31/12/2024,720823899.00,50107651.00,3.41,211700.00,32249.00,402000.00,61222.00,0.00,0.00,0.00,0.00,211700.00,32249.00,402000.00,61222.00
FPT,30/12/2024,720823899.00,49657280.00,3.38,450500.00,67515.00,465700.00,69719.00,0.00,0.00,0.00,0.00,450500.00,67515.00,465700.00,69719.00
FPT,27/12/2024,720823899.00,49825583.00,3.39,787500.00,117497.00,298700.00,44569.00,0.00,0.00,0.00,0.00,787500.00,117497.00,298700.00,44569.00
FPT,26/12/2024,720823899.00,48738019.00,3.31,678110.00,101719.00,1129891.00,169411.00,710000.00,106346.00,710000.00,106346.00,1388110.00,208065.00,1839891.00,275757.00
FPT,25/12/2024,720823899.00,47852405.00,3.25,568811.00,85720.00,653345.00,98478.00,350000.00,52788.00,350000.00,52788.00,918811.00,138508.00,1003345.00,151266.00
FPT,24/12/2024,720823899.00,46495402.00,3.16,974870.00,146254.00,1021564.00,153119.00,1000000.00,150010.00,1000000.00,150010.00,1974870.00,296264.00,2021564.00,303129.00
FPT,23/12/2024,720823899.00,46286637.00,3.15,1086282.00,162070.00,1563724.00,233192.00,456100.00,67989.00,432800.00,64512.00,1542382.00,230060.00,1996524.00,297704.00
FPT,20/12/2024,720823899.00,46591529.00,3.17,2507812.00,375463.00,1925814.00,288448.00,460000.00,68902.00,460000.00,68902.00,2967812.00,444365.00,2385814.00,357350.00
FPT,19/12/2024,720823899.00,45076465.00,3.06,1922488.00,284558.00,1183635.00,175151.00,0.00,0.00,0.00,0.00,1922488.00,284558.00,1183635.00,175151.00
FPT,18/12/2024,720823899.00,45612715.00,3.10,1441405.00,214906.00,797890.00,118971.00,0.00,0.00,0.00,0.00,1441405.00,214906.00,797890.00,118971.00
FPT,17/12/2024,720823899.00,45102247.00,3.07,1902088.00,283677.00,3996276.00,594852.00,300000.00,44565.00,300000.00,44565.00,2202088.00,328242.00,4296276.00,639417.00
FPT,16/12/2024,720823899.00,44943009.00,3.06,1358013.00,203721.00,1386238.00,207915.00,0.00,0.00,0.00,0.00,1358013.00,203721.00,1386238.00,207915.00
FPT,13/12/2024,720823899.00,44919347.00,3.05,1928156.00,289214.00,1951873.00,292813.00,0.00,0.00,0.00,0.00,1928156.00,289214.00,1951873.00,292813.00
FPT,12/12/2024,720823899.00,46414388.00,3.16,1181023.00,177254.00,1953326.00,292865.00,0.00,0.00,60000.00,8928.00,1181023.00,177254.00,2013326.00,301793.00
FPT,11/12/2024,720823899.00,44530298.00,3.03,1285028.00,193826.00,1361675.00,205209.00,740000.00,104880.00,120000.00,18088.00,2025028.00,298706.00,1481675.00,223297.00
FPT,10/12/2024,720823899.00,44137468.00,3.00,1267229.00,187894.00,433115.00,64145.00,0.00,0.00,0.00,0.00,1267229.00,187894.00,433115.00,64145.00
FPT,9/12/2024,720823899.00,44419920.00,3.02,616793.00,90662.00,2425113.00,356589.00,0.00,0.00,640000.00,101120.00,616793.00,90662.00,3065113.00,457709.00
FPT,6/12/2024,720823899.00,43377079.00,2.95,1575696.00,235271.00,2269858.00,338821.00,202000.00,30174.00,202000.00,30174.00,1777696.00,265445.00,2471858.00,368995.00
FPT,5/12/2024,720823899.00,43212945.00,2.94,1495080.00,218134.00,984777.00,143761.00,585900.00,85521.00,585900.00,85521.00,2080980.00,303655.00,1570677.00,229283.00
FPT,4/12/2024,720823899.00,41817525.00,2.84,733810.00,106438.00,1659634.00,240640.00,500000.00,72530.00,500000.00,72530.00,1233810.00,178967.00,2159634.00,313170.00
FPT,3/12/2024,720823899.00,40933044.00,2.78,1328291.00,191112.00,1715830.00,246740.00,0.00,0.00,0.00,0.00,1328291.00,191112.00,1715830.00,246740.00
FPT,2/12/2024,720823899.00,41635233.00,2.83,1699010.00,243964.00,2842500.00,407694.00,323730.00,46680.00,323730.00,46680.00,2022740.00,290644.00,3166230.00,454374.00
FPT,29/11/2024,720823899.00,42501270.00,2.89,3286607.00,467109.00,1618291.00,230067.00,841000.00,120264.00,841000.00,120264.00,4127607.00,587373.00,2459291.00,350331.00
FPT,28/11/2024,720823899.00,45243503.00,3.08,2265980.00,315542.00,626102.00,87230.00,0.00,0.00,0.00,0.00,2265980.00,315542.00,626102.00,87230.00
FPT,27/11/2024,720823899.00,46583983.00,3.17,5093076.00,704573.00,832973.00,115129.00,950000.00,123620.00,250000.00,34720.00,6043076.00,828193.00,1082973.00,149849.00
FPT,26/11/2024,720823899.00,52260516.00,3.55,1580916.00,213138.00,561374.00,75512.00,0.00,0.00,0.00,0.00,1580916.00,213138.00,561374.00,75512.00
FPT,25/11/2024,720823899.00,52787600.00,3.59,779616.00,104248.00,259500.00,34673.00,0.00,0.00,700000.00,99505.00,779616.00,104248.00,959500.00,134178.00
FPT,22/11/2024,720823899.00,49616656.00,3.37,695238.00,92936.00,245643.00,32821.00,0.00,0.00,0.00,0.00,695238.00,92936.00,245643.00,32821.00
FPT,21/11/2024,715619552.00,41246023.00,2.80,643047.00,85038.00,1125832.00,148301.00,1006300.00,127251.00,306300.00,40451.00,1649347.00,212289.00,1432132.00,188752.00
FPT,20/11/2024,715619552.00,41378795.00,2.81,1982202.00,260106.00,3984560.00,510836.00,0.00,0.00,0.00,0.00,1982202.00,260106.00,3984560.00,510836.00
FPT,19/11/2024,715619552.00,40311900.00,2.74,1550815.00,202905.00,3233524.00,424029.00,0.00,0.00,700000.00,99400.00,1550815.00,202905.00,3933524.00,523429.00
FPT,18/11/2024,715619552.00,40112708.00,2.73,1032571.00,137839.00,1244275.00,166004.00,90000.00,12020.00,90000.00,12020.00,1122571.00,149860.00,1334275.00,178024.00
FPT,15/11/2024,715619552.00,40154479.00,2.73,523004.00,69859.00,3049097.00,408113.00,0.00,0.00,0.00,0.00,523004.00,69859.00,3049097.00,408113.00
FPT,14/11/2024,715619552.00,39916513.00,2.71,332810.00,45898.00,1784007.00,245770.00,155000.00,21271.00,155000.00,21271.00,487810.00,67169.00,1939007.00,267041.00
FPT,13/11/2024,715619552.00,39940773.00,2.72,803607.00,110301.00,1010800.00,138604.00,170000.00,23312.00,170000.00,23312.00,973607.00,133613.00,1180800.00,161916.00
FPT,12/11/2024,715619552.00,40604167.00,2.76,426486.00,58390.00,763970.00,104380.00,50000.00,6821.00,50000.00,6821.00,476486.00,65211.00,813970.00,111201.00
FPT,11/11/2024,715619552.00,40753943.00,2.77,343785.00,47299.00,308550.00,42380.00,0.00,0.00,0.00,0.00,343785.00,47299.00,308550.00,42380.00
FPT,8/11/2024,715619552.00,40747528.00,2.77,284279.00,38585.00,140213.00,19013.00,0.00,0.00,0.00,0.00,284279.00,38585.00,140213.00,19013.00
FPT,7/11/2024,715619552.00,40299796.00,2.74,458500.00,62105.00,276710.00,37518.00,0.00,0.00,0.00,0.00,458500.00,62105.00,276710.00,37518.00
FPT,6/11/2024,715619552.00,39314481.00,2.67,282100.00,37792.00,350200.00,46916.00,0.00,0.00,0.00,0.00,282100.00,37792.00,350200.00,46916.00
FPT,5/11/2024,715619552.00,38623356.00,2.63,174310.00,23151.00,601011.00,79777.00,93000.00,12377.00,224000.00,30038.00,267310.00,35527.00,825011.00,109814.00
FPT,4/11/2024,715619552.00,38324966.00,2.61,685010.00,91260.00,1443815.00,192329.00,188000.00,25015.00,188000.00,25015.00,873010.00,116275.00,1631815.00,217345.00
FPT,1/11/2024,715619552.00,38784259.00,2.64,594113.00,79874.00,973225.00,130734.00,0.00,0.00,0.00,0.00,594113.00,79874.00,973225.00,130734.00
FPT,31/10/2024,715619552.00,38390253.00,2.61,435120.00,59014.00,472700.00,64099.00,100000.00,13563.00,100000.00,13563.00,535120.00,72577.00,572700.00,77662.00
FPT,30/10/2024,715619552.00,38791073.00,2.64,1029167.00,139445.00,225717.00,30577.00,350000.00,47461.00,350000.00,47461.00,1379167.00,186906.00,575717.00,78038.00
FPT,29/10/2024,715619552.00,39337886.00,2.67,887810.00,119864.00,988119.00,133370.00,190000.00,25654.00,190000.00,25654.00,1077810.00,145518.00,1178119.00,159024.00
FPT,28/10/2024,715619552.00,39659396.00,2.70,404303.00,54395.00,34300.00,4601.00,0.00,0.00,0.00,0.00,404303.00,54395.00,34300.00,4601.00
FPT,25/10/2024,715619552.00,39664051.00,2.70,517000.00,69219.00,482354.00,64547.00,0.00,0.00,0.00,0.00,517000.00,69219.00,482354.00,64547.00
FPT,24/10/2024,715619552.00,39250210.00,2.67,1087615.00,145790.00,564800.00,75634.00,0.00,0.00,0.00,0.00,1087615.00,145790.00,564800.00,75634.00
FPT,23/10/2024,715619552.00,39198655.00,2.66,679778.00,91012.00,399648.00,53435.00,0.00,0.00,0.00,0.00,679778.00,91012.00,399648.00,53435.00
FPT,22/10/2024,715619552.00,39269295.00,2.67,856896.00,115352.00,930841.00,125142.00,65300.00,8738.00,65300.00,8738.00,922196.00,124090.00,996141.00,133880.00
FPT,21/10/2024,715619552.00,39304816.00,2.67,673600.00,92306.00,1139170.00,155568.00,180000.00,24524.00,180000.00,24524.00,853600.00,116830.00,1319170.00,180092.00
FPT,18/10/2024,715619552.00,39343287.00,2.67,769240.00,105434.00,609138.00,83506.00,0.00,0.00,0.00,0.00,769240.00,105434.00,609138.00,83506.00
FPT,17/10/2024,715619552.00,39708757.00,2.70,675200.00,91963.00,821300.00,112037.00,0.00,0.00,0.00,0.00,675200.00,91963.00,821300.00,112037.00
FPT,16/10/2024,715619552.00,37467357.00,2.55,102751.00,14009.00,615129.00,83966.00,20000.00,2826.00,20000.00,2700.00,122751.00,16835.00,635129.00,86666.00
FPT,15/10/2024,715619552.00,36206008.00,2.46,220520.00,30269.00,1079120.00,148270.00,0.00,0.00,0.00,0.00,220520.00,30269.00,1079120.00,148270.00
FPT,14/10/2024,715619552.00,40112527.00,2.75,948066.00,131452.00,2211400.00,307226.00,0.00,0.00,30000.00,4050.00,948066.00,131452.00,2241400.00,311276.00
FPT,11/10/2024,715619552.00,36397694.00,2.49,709051.00,99696.00,1384100.00,194429.00,50000.00,7069.00,50000.00,7069.00,759051.00,106765.00,1434100.00,201498.00
FPT,10/10/2024,715619552.00,36402984.00,2.49,2857701.00,399426.00,549300.00,77167.00,20000.00,2788.00,100000.00,14019.00,2877701.00,402214.00,649300.00,91186.00
FPT,9/10/2024,715619552.00,38954185.00,2.67,842150.00,113874.00,307600.00,41578.00,200000.00,27068.00,200000.00,27068.00,1042150.00,140941.00,507600.00,68646.00
FPT,8/10/2024,715619552.00,39568205.00,2.71,339777.00,45539.00,740761.00,99312.00,0.00,0.00,0.00,0.00,339777.00,45539.00,740761.00,99312.00
FPT,7/10/2024,715619552.00,39329732.00,2.69,143887.00,19292.00,326500.00,43759.00,0.00,0.00,0.00,0.00,143887.00,19292.00,326500.00,43759.00
FPT,4/10/2024,715619552.00,38953219.00,2.67,190574.00,25528.00,228130.00,30542.00,0.00,0.00,0.00,0.00,190574.00,25528.00,228130.00,30542.00
FPT,3/10/2024,715619552.00,38888592.00,2.66,162018.00,21946.00,578250.00,78248.00,0.00,0.00,0.00,0.00,162018.00,21946.00,578250.00,78248.00
FPT,2/10/2024,715619552.00,37594785.00,2.57,1013347.00,137232.00,130300.00,17638.00,177000.00,23984.00,567100.00,76812.00,1190347.00,161216.00,697400.00,94450.00
FPT,1/10/2024,715619552.00,37495846.00,2.57,2675361.00,363605.00,255201.00,34650.00,161100.00,21896.00,161100.00,21896.00,2836461.00,385501.00,416301.00,56545.00
FPT,30/09/2024,715619552.00,39274758.00,2.69,1788758.00,239009.00,1455825.00,194202.00,248000.00,33148.00,248000.00,33148.00,2036758.00,272157.00,1703825.00,227350.00
FPT,27/09/2024,715619552.00,39232820.00,2.69,1880715.00,251811.00,1112286.00,148881.00,200000.00,26767.00,200000.00,26767.00,2080715.00,278579.00,1312286.00,175649.00
FPT,26/09/2024,715619552.00,40552917.00,2.78,900584.00,120920.00,896449.00,120341.00,265000.00,35585.00,265000.00,35585.00,1165584.00,156505.00,1161449.00,155926.00
FPT,25/09/2024,715619552.00,40757401.00,2.79,2157003.00,289628.00,1824696.00,244890.00,200000.00,26845.00,200000.00,26845.00,2357003.00,316473.00,2024696.00,271735.00
FPT,24/09/2024,715619552.00,41595917.00,2.85,657150.00,88097.00,528218.00,70771.00,530000.00,71050.00,560000.00,74929.00,1187150.00,159147.00,1088218.00,145700.00
FPT,23/09/2024,715619552.00,40619322.00,2.78,715685.00,96269.00,666100.00,89470.00,440000.00,59009.00,440000.00,59009.00,1155685.00,155278.00,1106100.00,148478.00
FPT,20/09/2024,715619552.00,39984382.00,2.74,1183201.00,160994.00,1318487.00,179378.00,0.00,0.00,0.00,0.00,1183201.00,160994.00,1318487.00,179378.00
FPT,19/09/2024,715619552.00,40738683.00,2.79,1895963.00,255777.00,1633745.00,220341.00,0.00,0.00,0.00,0.00,1895963.00,255777.00,1633745.00,220341.00
FPT,18/09/2024,715619552.00,42427346.00,2.91,2093206.00,280901.00,1244625.00,167112.00,0.00,0.00,70000.00,9222.00,2093206.00,280901.00,1314625.00,176334.00
FPT,17/09/2024,715619552.00,44293152.00,3.03,1855320.00,245342.00,409400.00,54184.00,0.00,0.00,20000.00,2572.00,1855320.00,245342.00,429400.00,56756.00
FPT,16/09/2024,715619552.00,44837442.00,3.07,531295.00,69888.00,207300.00,27306.00,380000.00,50118.00,300000.00,39486.00,911295.00,120006.00,507300.00,66792.00
FPT,13/09/2024,715619552.00,44585697.00,3.05,1695000.00,225442.00,167400.00,22241.00,627900.00,83498.00,687900.00,91424.00,2322900.00,308940.00,855300.00,113666.00
FPT,12/9/2024,715619552.00,44236758.00,3.03,2194446.00,289430.00,1311030.00,172728.00,250000.00,33020.00,250000.00,33020.00,2444446.00,322450.00,1561030.00,205748.00
FPT,11/9/2024,715619552.00,44991604.00,3.08,1949700.00,254325.00,879040.00,114476.00,400000.00,52176.00,400000.00,52176.00,2349700.00,306501.00,1279040.00,166652.00
FPT,10/9/2024,715619552.00,46293277.00,3.17,1235382.00,160995.00,2037939.00,265692.00,0.00,0.00,0.00,0.00,1235382.00,160995.00,2037939.00,265692.00
FPT,9/9/2024,715619552.00,44214926.00,3.03,606000.00,79334.00,1439600.00,188125.00,0.00,0.00,0.00,0.00,606000.00,79334.00,1439600.00,188125.00
FPT,6/9/2024,715619552.00,44667914.00,3.06,2215700.00,292082.00,672000.00,88493.00,400000.00,52793.00,430000.00,56753.00,2615700.00,344875.00,1102000.00,145247.00
FPT,5/9/2024,715619552.00,46480237.00,3.18,1836700.00,239256.00,3917600.00,511464.00,0.00,0.00,0.00,0.00,1836700.00,239256.00,3917600.00,511464.00
FPT,4/9/2024,715619552.00,47396627.00,3.25,1154600.00,153096.00,1762600.00,233163.00,400000.00,52911.00,400000.00,52911.00,1554600.00,206007.00,2162600.00,286074.00
FPT,30/08/2024,715619552.00,47169389.00,3.23,1422600.00,191350.00,24500.00,3293.00,0.00,0.00,0.00,0.00,1422600.00,191350.00,24500.00,3293.00
FPT,29/08/2024,715619552.00,49580768.00,3.39,1082100.00,144145.00,238200.00,31696.00,525000.00,69912.00,525000.00,69912.00,1607100.00,214057.00,763200.00,101607.00
FPT,28/08/2024,715619552.00,49464468.00,3.39,1267555.00,169377.00,227238.00,30368.00,198200.00,26409.00,198200.00,26409.00,1465755.00,195786.00,425438.00,56777.00
FPT,27/08/2024,715619552.00,50155428.00,3.43,1015605.00,133869.00,92548.00,12193.00,0.00,0.00,0.00,0.00,1015605.00,133869.00,92548.00,12193.00
FPT,26/08/2024,715619552.00,50849358.00,3.48,534200.00,70572.00,116300.00,15414.00,167900.00,22182.00,167900.00,22182.00,702100.00,92754.00,284200.00,37596.00
FPT,23/08/2024,715619552.00,50776306.00,3.48,1496170.00,198989.00,576595.00,76670.00,270000.00,35914.00,270000.00,35914.00,1766170.00,234903.00,846595.00,112584.00
FPT,22/08/2024,715619552.00,52068658.00,3.57,1354720.00,181445.00,321675.00,43100.00,500000.00,66992.00,500000.00,66992.00,1854720.00,248436.00,821675.00,110091.00
FPT,21/08/2024,715619552.00,55595653.00,3.81,2677900.00,353955.00,606900.00,80108.00,0.00,0.00,0.00,0.00,2677900.00,353955.00,606900.00,80108.00
FPT,20/08/2024,715619552.00,56135326.00,3.84,1186400.00,155996.00,211500.00,27852.00,0.00,0.00,0.00,0.00,1186400.00,155996.00,211500.00,27852.00
FPT,19/08/2024,715619552.00,56201318.00,3.85,267800.00,34937.00,505700.00,65959.00,36400.00,4745.00,36400.00,4745.00,304200.00,39683.00,542100.00,70705.00
FPT,16/08/2024,715619552.00,56449371.00,3.87,847300.00,110389.00,646700.00,84092.00,0.00,0.00,0.00,0.00,847300.00,110389.00,646700.00,84092.00
FPT,15/08/2024,715619552.00,56334130.00,3.86,817300.00,105192.00,201700.00,25989.00,0.00,0.00,0.00,0.00,817300.00,105192.00,201700.00,25989.00
FPT,14/08/2024,715619552.00,56285627.00,3.85,952100.00,123682.00,579300.00,75268.00,150000.00,19486.00,170000.00,22015.00,1102100.00,143169.00,749300.00,97283.00
FPT,13/08/2024,715619552.00,57000310.00,3.90,1515700.00,195960.00,891400.00,115049.00,187000.00,24155.00,217000.00,28013.00,1702700.00,220115.00,1108400.00,143063.00
FPT,12/8/2024,715619552.00,58327789.00,3.99,2168400.00,279329.00,1000800.00,129091.00,500000.00,64608.00,500000.00,64608.00,2668400.00,343937.00,1500800.00,193699.00
FPT,9/8/2024,715619552.00,59821871.00,4.10,2076800.00,258798.00,800800.00,99297.00,515000.00,64201.00,515000.00,64201.00,2591800.00,322999.00,1315800.00,163498.00
FPT,8/8/2024,715619552.00,58355130.00,4.00,919200.00,111772.00,897000.00,109211.00,576531.00,70134.00,576531.00,70134.00,1495731.00,181905.00,1473531.00,179345.00
FPT,7/8/2024,715619552.00,56489876.00,3.87,1007600.00,122055.00,704900.00,85090.00,0.00,0.00,0.00,0.00,1007600.00,122055.00,704900.00,85090.00
FPT,6/8/2024,715619552.00,56748548.00,3.89,1439000.00,173728.00,2355700.00,284202.00,209100.00,25238.00,239100.00,28942.00,1648100.00,198965.00,2594800.00,313143.00
FPT,5/8/2024,715619552.00,56840449.00,3.89,2134200.00,256997.00,2872000.00,345909.00,0.00,0.00,0.00,0.00,2134200.00,256997.00,2872000.00,345909.00
FPT,2/8/2024,715619552.00,57520250.00,3.94,1436700.00,176667.00,1182000.00,144961.00,0.00,0.00,0.00,0.00,1436700.00,176667.00,1182000.00,144961.00
FPT,1/8/2024,715619552.00,57595364.00,3.94,759000.00,95998.00,2042700.00,259170.00,0.00,0.00,0.00,0.00,759000.00,95998.00,2042700.00,259170.00
FPT,31/07/2024,715619552.00,57363527.00,3.93,1427700.00,182700.00,757000.00,96682.00,225000.00,28853.00,225000.00,28853.00,1652700.00,211553.00,982000.00,125536.00
FPT,30/07/2024,715619552.00,57192297.00,3.92,2038800.00,264706.00,1635600.00,212329.00,0.00,0.00,0.00,0.00,2038800.00,264706.00,1635600.00,212329.00
FPT,29/07/2024,715619552.00,58619990.00,4.01,2038800.00,264706.00,1635600.00,212329.00,0.00,0.00,0.00,0.00,2038800.00,264706.00,1635600.00,212329.00
FPT,26/07/2024,715619552.00,58400204.00,4.00,1264600.00,159135.00,906000.00,113561.00,1182600.00,148810.00,1182600.00,148810.00,2447200.00,307945.00,2088600.00,262371.00
