StockID,Date,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value
FPT,23/01/2025,"720,823,899","57,496,890",3.91,"875,815","134,913","1,043,175","160,927","151,300","23,292","151,300","23,292","1,027,115","158,205","1,194,475","184,219"
FPT,22/01/2025,"720,823,899","57,998,406",3.94,"934,890","139,940","1,222,400","183,080",0,0,0,0,"934,890","139,940","1,222,400","183,080"
FPT,21/01/2025,"720,823,899","57,473,596",3.91,"590,230","88,672","715,100","107,129","345,500","51,871","345,500","51,871","935,730","140,543","1,060,600","158,999"
FPT,20/01/2025,"720,823,899","56,390,526",3.83,"876,978","131,256","374,299","55,945",0,0,0,0,"876,978","131,256","374,299","55,945"
FPT,17/01/2025,"720,823,899","55,619,504",3.78,"509,170","75,267","1,359,700","201,037",0,0,"100,000","14,824","509,170","75,267","1,459,700","215,861"
FPT,16/01/2025,"720,823,899","54,521,491",3.71,"428,518","62,689","1,709,300","249,951","288,700","42,188","288,700","42,188","717,218","104,878","1,998,000","292,139"
FPT,15/01/2025,"720,823,899","53,772,762",3.66,"659,358","95,718","1,648,000","239,435","170,900","24,849","170,900","24,849","830,258","120,567","1,818,900","264,284"
FPT,14/01/2025,"720,823,899","53,673,420",3.65,"311,267","45,383","1,607,183","234,460","78,300","11,417","78,300","11,417","389,567","56,799","1,685,483","245,877"
FPT,13/01/2025,"720,823,899","53,573,945",3.64,"254,661","37,430","1,194,247","175,423","1,667,900","244,342","1,667,900","244,342","1,922,561","281,772","2,862,147","419,765"
FPT,10/01/2025,"720,823,899","51,426,306",3.5,"1,008,279","149,380","792,700","117,645","213,000","31,484","213,000","31,484","1,221,279","180,863","1,005,700","149,129"
FPT,09/01/2025,"720,823,899","51,426,316",3.5,"508,690","75,537","410,742","60,994","200,000","29,692","200,000","29,692","708,690","105,229","610,742","90,685"
FPT,08/01/2025,"720,823,899","51,359,698",3.49,"822,800","122,326","2,373,500","352,822",0,0,0,0,"822,800","122,326","2,373,500","352,822"
FPT,07/01/2025,"720,823,899","50,581,138",3.44,"1,664,600","250,631","1,008,100","151,800","200,000","30,119","200,000","30,119","1,864,600","280,750","1,208,100","181,919"
FPT,06/01/2025,"720,823,899","49,985,687",3.4,"1,241,900","185,479","1,398,100","208,798",0,0,0,0,"1,241,900","185,479","1,398,100","208,798"
FPT,03/01/2025,"720,823,899","49,583,462",3.37,"939,000","141,019","2,477,200","372,272","60,000","9,010","60,000","9,010","999,000","150,029","2,537,200","381,282"
FPT,02/01/2025,"720,823,899","50,406,417",3.43,"349,600","52,890","1,822,800","274,906",0,0,0,0,"349,600","52,890","1,822,800","274,906"
FPT,31/12/2024,"720,823,899","50,107,651",3.41,"211,700","32,249","402,000","61,222",0,0,0,0,"211,700","32,249","402,000","61,222"
FPT,30/12/2024,"720,823,899","49,657,280",3.38,"450,500","67,515","465,700","69,719",0,0,0,0,"450,500","67,515","465,700","69,719"
FPT,27/12/2024,"720,823,899","49,825,583",3.39,"787,500","117,497","298,700","44,569",0,0,0,0,"787,500","117,497","298,700","44,569"
FPT,26/12/2024,"720,823,899","48,738,019",3.31,"678,110","101,719","1,129,891","169,411","710,000","106,346","710,000","106,346","1,388,110","208,065","1,839,891","275,757"
FPT,25/12/2024,"720,823,899","47,852,405",3.25,"568,811","85,720","653,345","98,478","350,000","52,788","350,000","52,788","918,811","138,508","1,003,345","151,266"
FPT,24/12/2024,"720,823,899","46,495,402",3.16,"974,870","146,254","1,021,564","153,119","1,000,000","150,010","1,000,000","150,010","1,974,870","296,264","2,021,564","303,129"
FPT,23/12/2024,"720,823,899","46,286,637",3.15,"1,086,282","162,070","1,563,724","233,192","456,100","67,989","432,800","64,512","1,542,382","230,060","1,996,524","297,704"
FPT,20/12/2024,"720,823,899","46,591,529",3.17,"2,507,812","375,463","1,925,814","288,448","460,000","68,902","460,000","68,902","2,967,812","444,365","2,385,814","357,350"
FPT,19/12/2024,"720,823,899","45,076,465",3.06,"1,922,488","284,558","1,183,635","175,151",0,0,0,0,"1,922,488","284,558","1,183,635","175,151"
FPT,18/12/2024,"720,823,899","45,612,715",3.1,"1,441,405","214,906","797,890","118,971",0,0,0,0,"1,441,405","214,906","797,890","118,971"
FPT,17/12/2024,"720,823,899","45,102,247",3.07,"1,902,088","283,677","3,996,276","594,852","300,000","44,565","300,000","44,565","2,202,088","328,242","4,296,276","639,417"
FPT,16/12/2024,"720,823,899","44,943,009",3.06,"1,358,013","203,721","1,386,238","207,915",0,0,0,0,"1,358,013","203,721","1,386,238","207,915"
FPT,13/12/2024,"720,823,899","44,919,347",3.05,"1,928,156","289,214","1,951,873","292,813",0,0,0,0,"1,928,156","289,214","1,951,873","292,813"
FPT,12/12/2024,"720,823,899","46,414,388",3.16,"1,181,023","177,254","1,953,326","292,865",0,0,"60,000","8,928","1,181,023","177,254","2,013,326","301,793"
FPT,11/12/2024,"720,823,899","44,530,298",3.03,"1,285,028","193,826","1,361,675","205,209","740,000","104,880","120,000","18,088","2,025,028","298,706","1,481,675","223,297"
FPT,10/12/2024,"720,823,899","44,137,468",3.0,"1,267,229","187,894","433,115","64,145",0,0,0,0,"1,267,229","187,894","433,115","64,145"
FPT,09/12/2024,"720,823,899","44,419,920",3.02,"616,793","90,662","2,425,113","356,589",0,0,"640,000","101,120","616,793","90,662","3,065,113","457,709"
FPT,06/12/2024,"720,823,899","43,377,079",2.95,"1,575,696","235,271","2,269,858","338,821","202,000","30,174","202,000","30,174","1,777,696","265,445","2,471,858","368,995"
FPT,05/12/2024,"720,823,899","43,212,945",2.94,"1,495,080","218,134","984,777","143,761","585,900","85,521","585,900","85,521","2,080,980","303,655","1,570,677","229,283"
FPT,04/12/2024,"720,823,899","41,817,525",2.84,"733,810","106,438","1,659,634","240,640","500,000","72,530","500,000","72,530","1,233,810","178,967","2,159,634","313,170"
FPT,03/12/2024,"720,823,899","40,933,044",2.78,"1,328,291","191,112","1,715,830","246,740",0,0,0,0,"1,328,291","191,112","1,715,830","246,740"
FPT,02/12/2024,"720,823,899","41,635,233",2.83,"1,699,010","243,964","2,842,500","407,694","323,730","46,680","323,730","46,680","2,022,740","290,644","3,166,230","454,374"
FPT,29/11/2024,"720,823,899","42,501,270",2.89,"3,286,607","467,109","1,618,291","230,067","841,000","120,264","841,000","120,264","4,127,607","587,373","2,459,291","350,331"
FPT,28/11/2024,"720,823,899","45,243,503",3.08,"2,265,980","315,542","626,102","87,230",0,0,0,0,"2,265,980","315,542","626,102","87,230"
FPT,27/11/2024,"720,823,899","46,583,983",3.17,"5,093,076","704,573","832,973","115,129","950,000","123,620","250,000","34,720","6,043,076","828,193","1,082,973","149,849"
FPT,26/11/2024,"720,823,899","52,260,516",3.55,"1,580,916","213,138","561,374","75,512",0,0,0,0,"1,580,916","213,138","561,374","75,512"
FPT,25/11/2024,"720,823,899","52,787,600",3.59,"779,616","104,248","259,500","34,673",0,0,"700,000","99,505","779,616","104,248","959,500","134,178"
FPT,22/11/2024,"720,823,899","49,616,656",3.37,"695,238","92,936","245,643","32,821",0,0,0,0,"695,238","92,936","245,643","32,821"
FPT,21/11/2024,"715,619,552","41,246,023",2.8,"643,047","85,038","1,125,832","148,301","1,006,300","127,251","306,300","40,451","1,649,347","212,289","1,432,132","188,752"
FPT,20/11/2024,"715,619,552","41,378,795",2.81,"1,982,202","260,106","3,984,560","510,836",0,0,0,0,"1,982,202","260,106","3,984,560","510,836"
FPT,19/11/2024,"715,619,552","40,311,900",2.74,"1,550,815","202,905","3,233,524","424,029",0,0,"700,000","99,400","1,550,815","202,905","3,933,524","523,429"
FPT,18/11/2024,"715,619,552","40,112,708",2.73,"1,032,571","137,839","1,244,275","166,004","90,000","12,020","90,000","12,020","1,122,571","149,860","1,334,275","178,024"
FPT,15/11/2024,"715,619,552","40,154,479",2.73,"523,004","69,859","3,049,097","408,113",0,0,0,0,"523,004","69,859","3,049,097","408,113"
FPT,14/11/2024,"715,619,552","39,916,513",2.71,"332,810","45,898","1,784,007","245,770","155,000","21,271","155,000","21,271","487,810","67,169","1,939,007","267,041"
FPT,13/11/2024,"715,619,552","39,940,773",2.72,"803,607","110,301","1,010,800","138,604","170,000","23,312","170,000","23,312","973,607","133,613","1,180,800","161,916"
FPT,12/11/2024,"715,619,552","40,604,167",2.76,"426,486","58,390","763,970","104,380","50,000","6,821","50,000","6,821","476,486","65,211","813,970","111,201"
FPT,11/11/2024,"715,619,552","40,753,943",2.77,"343,785","47,299","308,550","42,380",0,0,0,0,"343,785","47,299","308,550","42,380"
FPT,08/11/2024,"715,619,552","40,747,528",2.77,"284,279","38,585","140,213","19,013",0,0,0,0,"284,279","38,585","140,213","19,013"
FPT,07/11/2024,"715,619,552","40,299,796",2.74,"458,500","62,105","276,710","37,518",0,0,0,0,"458,500","62,105","276,710","37,518"
FPT,06/11/2024,"715,619,552","39,314,481",2.67,"282,100","37,792","350,200","46,916",0,0,0,0,"282,100","37,792","350,200","46,916"
FPT,05/11/2024,"715,619,552","38,623,356",2.63,"174,310","23,151","601,011","79,777","93,000","12,377","224,000","30,038","267,310","35,527","825,011","109,814"
FPT,04/11/2024,"715,619,552","38,324,966",2.61,"685,010","91,260","1,443,815","192,329","188,000","25,015","188,000","25,015","873,010","116,275","1,631,815","217,345"
FPT,01/11/2024,"715,619,552","38,784,259",2.64,"594,113","79,874","973,225","130,734",0,0,0,0,"594,113","79,874","973,225","130,734"
FPT,31/10/2024,"715,619,552","38,390,253",2.61,"435,120","59,014","472,700","64,099","100,000","13,563","100,000","13,563","535,120","72,577","572,700","77,662"
FPT,30/10/2024,"715,619,552","38,791,073",2.64,"1,029,167","139,445","225,717","30,577","350,000","47,461","350,000","47,461","1,379,167","186,906","575,717","78,038"
FPT,29/10/2024,"715,619,552","39,337,886",2.67,"887,810","119,864","988,119","133,370","190,000","25,654","190,000","25,654","1,077,810","145,518","1,178,119","159,024"
FPT,28/10/2024,"715,619,552","39,659,396",2.7,"404,303","54,395","34,300","4,601",0,0,0,0,"404,303","54,395","34,300","4,601"
FPT,25/10/2024,"715,619,552","39,664,051",2.7,"517,000","69,219","482,354","64,547",0,0,0,0,"517,000","69,219","482,354","64,547"
FPT,24/10/2024,"715,619,552","39,250,210",2.67,"1,087,615","145,790","564,800","75,634",0,0,0,0,"1,087,615","145,790","564,800","75,634"
FPT,23/10/2024,"715,619,552","39,198,655",2.66,"679,778","91,012","399,648","53,435",0,0,0,0,"679,778","91,012","399,648","53,435"
FPT,22/10/2024,"715,619,552","39,269,295",2.67,"856,896","115,352","930,841","125,142","65,300","8,738","65,300","8,738","922,196","124,090","996,141","133,880"
FPT,21/10/2024,"715,619,552","39,304,816",2.67,"673,600","92,306","1,139,170","155,568","180,000","24,524","180,000","24,524","853,600","116,830","1,319,170","180,092"
FPT,18/10/2024,"715,619,552","39,343,287",2.67,"769,240","105,434","609,138","83,506",0,0,0,0,"769,240","105,434","609,138","83,506"
FPT,17/10/2024,"715,619,552","39,708,757",2.7,"675,200","91,963","821,300","112,037",0,0,0,0,"675,200","91,963","821,300","112,037"
FPT,16/10/2024,"715,619,552","37,467,357",2.55,"102,751","14,009","615,129","83,966","20,000","2,826","20,000","2,700","122,751","16,835","635,129","86,666"
FPT,15/10/2024,"715,619,552","36,206,008",2.46,"220,520","30,269","1,079,120","148,270",0,0,0,0,"220,520","30,269","1,079,120","148,270"
FPT,14/10/2024,"715,619,552","40,112,527",2.75,"948,066","131,452","2,211,400","307,226",0,0,"30,000","4,050","948,066","131,452","2,241,400","311,276"
FPT,11/10/2024,"715,619,552","36,397,694",2.49,"709,051","99,696","1,384,100","194,429","50,000","7,069","50,000","7,069","759,051","106,765","1,434,100","201,498"
FPT,10/10/2024,"715,619,552","36,402,984",2.49,"2,857,701","399,426","549,300","77,167","20,000","2,788","100,000","14,019","2,877,701","402,214","649,300","91,186"
FPT,09/10/2024,"715,619,552","38,954,185",2.67,"842,150","113,874","307,600","41,578","200,000","27,068","200,000","27,068","1,042,150","140,941","507,600","68,646"
FPT,08/10/2024,"715,619,552","39,568,205",2.71,"339,777","45,539","740,761","99,312",0,0,0,0,"339,777","45,539","740,761","99,312"
FPT,07/10/2024,"715,619,552","39,329,732",2.69,"143,887","19,292","326,500","43,759",0,0,0,0,"143,887","19,292","326,500","43,759"
FPT,04/10/2024,"715,619,552","38,953,219",2.67,"190,574","25,528","228,130","30,542",0,0,0,0,"190,574","25,528","228,130","30,542"
FPT,03/10/2024,"715,619,552","38,888,592",2.66,"162,018","21,946","578,250","78,248",0,0,0,0,"162,018","21,946","578,250","78,248"
FPT,02/10/2024,"715,619,552","37,594,785",2.57,"1,013,347","137,232","130,300","17,638","177,000","23,984","567,100","76,812","1,190,347","161,216","697,400","94,450"
FPT,01/10/2024,"715,619,552","37,495,846",2.57,"2,675,361","363,605","255,201","34,650","161,100","21,896","161,100","21,896","2,836,461","385,501","416,301","56,545"
FPT,30/09/2024,"715,619,552","39,274,758",2.69,"1,788,758","239,009","1,455,825","194,202","248,000","33,148","248,000","33,148","2,036,758","272,157","1,703,825","227,350"
FPT,27/09/2024,"715,619,552","39,232,820",2.69,"1,880,715","251,811","1,112,286","148,881","200,000","26,767","200,000","26,767","2,080,715","278,579","1,312,286","175,649"
FPT,26/09/2024,"715,619,552","40,552,917",2.78,"900,584","120,920","896,449","120,341","265,000","35,585","265,000","35,585","1,165,584","156,505","1,161,449","155,926"
FPT,25/09/2024,"715,619,552","40,757,401",2.79,"2,157,003","289,628","1,824,696","244,890","200,000","26,845","200,000","26,845","2,357,003","316,473","2,024,696","271,735"
FPT,24/09/2024,"715,619,552","41,595,917",2.85,"657,150","88,097","528,218","70,771","530,000","71,050","560,000","74,929","1,187,150","159,147","1,088,218","145,700"
FPT,23/09/2024,"715,619,552","40,619,322",2.78,"715,685","96,269","666,100","89,470","440,000","59,009","440,000","59,009","1,155,685","155,278","1,106,100","148,478"
FPT,20/09/2024,"715,619,552","39,984,382",2.74,"1,183,201","160,994","1,318,487","179,378",0,0,0,0,"1,183,201","160,994","1,318,487","179,378"
FPT,19/09/2024,"715,619,552","40,738,683",2.79,"1,895,963","255,777","1,633,745","220,341",0,0,0,0,"1,895,963","255,777","1,633,745","220,341"
FPT,18/09/2024,"715,619,552","42,427,346",2.91,"2,093,206","280,901","1,244,625","167,112",0,0,"70,000","9,222","2,093,206","280,901","1,314,625","176,334"
FPT,17/09/2024,"715,619,552","44,293,152",3.03,"1,855,320","245,342","409,400","54,184",0,0,"20,000","2,572","1,855,320","245,342","429,400","56,756"
FPT,16/09/2024,"715,619,552","44,837,442",3.07,"531,295","69,888","207,300","27,306","380,000","50,118","300,000","39,486","911,295","120,006","507,300","66,792"
FPT,13/09/2024,"715,619,552","44,585,697",3.05,"1,695,000","225,442","167,400","22,241","627,900","83,498","687,900","91,424","2,322,900","308,940","855,300","113,666"
FPT,12/09/2024,"715,619,552","44,236,758",3.03,"2,194,446","289,430","1,311,030","172,728","250,000","33,020","250,000","33,020","2,444,446","322,450","1,561,030","205,748"
FPT,11/09/2024,"715,619,552","44,991,604",3.08,"1,949,700","254,325","879,040","114,476","400,000","52,176","400,000","52,176","2,349,700","306,501","1,279,040","166,652"
FPT,10/09/2024,"715,619,552","46,293,277",3.17,"1,235,382","160,995","2,037,939","265,692",0,0,0,0,"1,235,382","160,995","2,037,939","265,692"
FPT,09/09/2024,"715,619,552","44,214,926",3.03,"606,000","79,334","1,439,600","188,125",0,0,0,0,"606,000","79,334","1,439,600","188,125"
FPT,06/09/2024,"715,619,552","44,667,914",3.06,"2,215,700","292,082","672,000","88,493","400,000","52,793","430,000","56,753","2,615,700","344,875","1,102,000","145,247"
FPT,05/09/2024,"715,619,552","46,480,237",3.18,"1,836,700","239,256","3,917,600","511,464",0,0,0,0,"1,836,700","239,256","3,917,600","511,464"
FPT,04/09/2024,"715,619,552","47,396,627",3.25,"1,154,600","153,096","1,762,600","233,163","400,000","52,911","400,000","52,911","1,554,600","206,007","2,162,600","286,074"
FPT,30/08/2024,"715,619,552","47,169,389",3.23,"1,422,600","191,350","24,500","3,293",0,0,0,0,"1,422,600","191,350","24,500","3,293"
FPT,29/08/2024,"715,619,552","49,580,768",3.39,"1,082,100","144,145","238,200","31,696","525,000","69,912","525,000","69,912","1,607,100","214,057","763,200","101,607"
FPT,28/08/2024,"715,619,552","49,464,468",3.39,"1,267,555","169,377","227,238","30,368","198,200","26,409","198,200","26,409","1,465,755","195,786","425,438","56,777"
FPT,27/08/2024,"715,619,552","50,155,428",3.43,"1,015,605","133,869","92,548","12,193",0,0,0,0,"1,015,605","133,869","92,548","12,193"
FPT,26/08/2024,"715,619,552","50,849,358",3.48,"534,200","70,572","116,300","15,414","167,900","22,182","167,900","22,182","702,100","92,754","284,200","37,596"
FPT,23/08/2024,"715,619,552","50,776,306",3.48,"1,496,170","198,989","576,595","76,670","270,000","35,914","270,000","35,914","1,766,170","234,903","846,595","112,584"
FPT,22/08/2024,"715,619,552","52,068,658",3.57,"1,354,720","181,445","321,675","43,100","500,000","66,992","500,000","66,992","1,854,720","248,436","821,675","110,091"
FPT,21/08/2024,"715,619,552","55,595,653",3.81,"2,677,900","353,955","606,900","80,108",0,0,0,0,"2,677,900","353,955","606,900","80,108"
FPT,20/08/2024,"715,619,552","56,135,326",3.84,"1,186,400","155,996","211,500","27,852",0,0,0,0,"1,186,400","155,996","211,500","27,852"
FPT,19/08/2024,"715,619,552","56,201,318",3.85,"267,800","34,937","505,700","65,959","36,400","4,745","36,400","4,745","304,200","39,683","542,100","70,705"
FPT,16/08/2024,"715,619,552","56,449,371",3.87,"847,300","110,389","646,700","84,092",0,0,0,0,"847,300","110,389","646,700","84,092"
FPT,15/08/2024,"715,619,552","56,334,130",3.86,"817,300","105,192","201,700","25,989",0,0,0,0,"817,300","105,192","201,700","25,989"
FPT,14/08/2024,"715,619,552","56,285,627",3.85,"952,100","123,682","579,300","75,268","150,000","19,486","170,000","22,015","1,102,100","143,169","749,300","97,283"
FPT,13/08/2024,"715,619,552","57,000,310",3.9,"1,515,700","195,960","891,400","115,049","187,000","24,155","217,000","28,013","1,702,700","220,115","1,108,400","143,063"
FPT,12/08/2024,"715,619,552","58,327,789",3.99,"2,168,400","279,329","1,000,800","129,091","500,000","64,608","500,000","64,608","2,668,400","343,937","1,500,800","193,699"
FPT,09/08/2024,"715,619,552","59,821,871",4.1,"2,076,800","258,798","800,800","99,297","515,000","64,201","515,000","64,201","2,591,800","322,999","1,315,800","163,498"
FPT,08/08/2024,"715,619,552","58,355,130",4.0,"919,200","111,772","897,000","109,211","576,531","70,134","576,531","70,134","1,495,731","181,905","1,473,531","179,345"
FPT,07/08/2024,"715,619,552","56,489,876",3.87,"1,007,600","122,055","704,900","85,090",0,0,0,0,"1,007,600","122,055","704,900","85,090"
FPT,06/08/2024,"715,619,552","56,748,548",3.89,"1,439,000","173,728","2,355,700","284,202","209,100","25,238","239,100","28,942","1,648,100","198,965","2,594,800","313,143"
FPT,05/08/2024,"715,619,552","56,840,449",3.89,"2,134,200","256,997","2,872,000","345,909",0,0,0,0,"2,134,200","256,997","2,872,000","345,909"
FPT,02/08/2024,"715,619,552","57,520,250",3.94,"1,436,700","176,667","1,182,000","144,961",0,0,0,0,"1,436,700","176,667","1,182,000","144,961"
FPT,01/08/2024,"715,619,552","57,595,364",3.94,"759,000","95,998","2,042,700","259,170",0,0,0,0,"759,000","95,998","2,042,700","259,170"
FPT,31/07/2024,"715,619,552","57,363,527",3.93,"1,427,700","182,700","757,000","96,682","225,000","28,853","225,000","28,853","1,652,700","211,553","982,000","125,536"
FPT,30/07/2024,"715,619,552","57,192,297",3.92,"2,038,800","264,706","1,635,600","212,329",0,0,0,0,"2,038,800","264,706","1,635,600","212,329"
FPT,29/07/2024,"715,619,552","58,619,990",4.01,"2,038,800","264,706","1,635,600","212,329",0,0,0,0,"2,038,800","264,706","1,635,600","212,329"
FPT,26/07/2024,"715,619,552","58,400,204",4.0,"1,264,600","159,135","906,000","113,561","1,182,600","148,810","1,182,600","148,810","2,447,200","307,945","2,088,600","262,371"
FPT,25/07/2024,"715,619,552","58,033,170",3.97,"798,400","99,653","601,200","74,952","620,000","77,354","620,000","77,354","1,418,400","177,006","1,221,200","152,306"
FPT,24/07/2024,"715,619,552","57,412,334",3.93,"851,500","106,816","1,468,400","184,199","20,000","2,680",0,0,"871,500","109,496","1,468,400","184,199"
FPT,23/07/2024,"715,619,552","56,263,395",3.85,"1,080,800","137,041","1,069,400","135,678",0,0,0,0,"1,080,800","137,041","1,069,400","135,678"
FPT,22/07/2024,"715,619,552","54,449,861",3.73,"1,989,600","246,999","1,492,400","185,691",0,0,0,0,"1,989,600","246,999","1,492,400","185,691"
FPT,19/07/2024,"715,619,552","53,875,211",3.69,"428,100","54,170","2,220,900","282,318",0,0,0,0,"428,100","54,170","2,220,900","282,318"
FPT,18/07/2024,"715,619,552","53,771,380",3.68,"1,061,600","136,943","3,792,600","488,940",0,0,0,0,"1,061,600","136,943","3,792,600","488,940"
FPT,17/07/2024,"715,619,552","55,004,105",3.77,"2,234,900","294,587","1,002,800","133,060",0,0,0,0,"2,234,900","294,587","1,002,800","133,060"
FPT,16/07/2024,"622,284,748","54,211,887",3.71,"1,625,500","216,556","1,165,500","155,293","349,900","46,604","349,900","46,604","1,975,400","263,160","1,515,400","201,898"
FPT,15/07/2024,"622,284,748","51,058,320",3.5,"868,300","115,500","1,002,200","133,642",0,0,0,0,"868,300","115,500","1,002,200","133,642"
FPT,12/07/2024,"622,284,748","48,706,339",3.34,"559,400","74,768","920,000","123,197","36,600","4,903","36,600","4,903","596,000","79,671","956,600","128,101"
FPT,11/07/2024,"622,284,748","43,649,442",2.99,"1,003,900","134,242","3,980,000","531,602",0,0,0,0,"1,003,900","134,242","3,980,000","531,602"
FPT,10/07/2024,"622,284,748","41,448,078",2.84,"386,200","52,405","2,911,500","395,219",0,0,0,0,"386,200","52,405","2,911,500","395,219"
FPT,09/07/2024,"622,284,748","39,710,815",2.72,"1,060,600","145,458","6,018,900","825,456",0,0,0,0,"1,060,600","145,458","6,018,900","825,456"
FPT,08/07/2024,"622,284,748","38,567,480",2.64,"692,419","96,232","2,587,900","359,402","240,000","33,336","240,000","33,336","932,419","129,567","2,827,900","392,737"
FPT,05/07/2024,"622,284,748","37,950,269",2.6,"821,014","113,400","2,777,090","384,391",0,0,0,0,"821,014","113,400","2,777,090","384,391"
FPT,04/07/2024,"622,284,748","37,245,083",2.55,"1,283,580","172,278","1,122,335","149,950",0,0,0,0,"1,283,580","172,278","1,122,335","149,950"
