StockID,Date,Total Volume,Total Value,Market Cap,Closing Price,Price Change,Price Change %,Matched Volume,Matched Value
CMG,18/11/2024,1616700.00,92485.00,10985936.00,57700.00,-200.00,-0.35,1616700.00,92485.00
CMG,15/11/2024,4614000.00,260223.00,11024015.00,57900.00,900.00,1.58,4614000.00,260223.00
CMG,14/11/2024,2624800.00,151356.00,10852657.00,57000.00,-1800.00,-3.06,2624800.00,151356.00
CMG,13/11/2024,3055400.00,176839.00,11195373.00,58800.00,400.00,0.68,2996400.00,173425.00
CMG,12/11/2024,2817800.00,162510.00,11119214.00,58400.00,1000.00,1.74,2817800.00,162510.00
CMG,11/11/2024,7646900.00,432156.00,10928816.00,57400.00,3700.00,6.89,7476900.00,422908.00
CMG,8/11/2024,4942300.00,267959.00,10224346.00,53700.00,700.00,1.32,4892300.00,265309.00
CMG,7/11/2024,4230100.00,227201.00,10091067.00,53000.00,1800.00,3.52,4189100.00,225028.00
CMG,6/11/2024,657600.00,33569.00,9748352.00,51200.00,700.00,1.39,525600.00,26811.00
CMG,5/11/2024,594100.00,30167.00,9615074.00,50500.00,-800.00,-1.56,594100.00,30167.00
CMG,4/11/2024,802600.00,40640.00,9767392.00,51300.00,700.00,1.38,670600.00,33868.00
CMG,1/11/2024,1100700.00,56039.00,9634113.00,50600.00,-1300.00,-2.50,995700.00,50726.00
CMG,31/10/2024,591400.00,31027.00,9881630.00,51900.00,-800.00,-1.52,409900.00,21444.00
CMG,30/10/2024,445800.00,23499.00,10033948.00,52700.00,-100.00,-0.19,305800.00,16107.00
CMG,29/10/2024,1175600.00,61776.00,10052988.00,52800.00,1500.00,2.92,1045600.00,55107.00
CMG,28/10/2024,394000.00,20170.00,9767392.00,51300.00,600.00,1.18,301000.00,15455.00
CMG,25/10/2024,175500.00,8885.00,9653153.00,50700.00,100.00,0.20,175500.00,8885.00
CMG,24/10/2024,672900.00,34117.00,9634113.00,50600.00,-800.00,-1.56,624900.00,31820.00
CMG,23/10/2024,420200.00,21613.00,9786431.00,51400.00,-300.00,-0.58,420200.00,21613.00
CMG,22/10/2024,716800.00,37422.00,9843551.00,51700.00,-1700.00,-3.18,666800.00,34937.00
CMG,21/10/2024,1429700.00,75672.00,10167226.00,53400.00,1300.00,2.50,1383700.00,73275.00
CMG,18/10/2024,493300.00,26210.00,9919710.00,52100.00,-600.00,-1.14,406300.00,21338.00
CMG,17/10/2024,502300.00,26676.00,10033948.00,52700.00,700.00,1.35,405300.00,21283.00
CMG,16/10/2024,545300.00,28810.00,9900670.00,52000.00,0.00,0.00,429300.00,22360.00
CMG,15/10/2024,1461300.00,77226.00,9900670.00,52000.00,-1100.00,-2.07,907300.00,47451.00
CMG,14/10/2024,793000.00,42676.00,10110107.00,53100.00,100.00,0.19,690000.00,37114.00
CMG,11/10/2024,638000.00,33873.00,10091067.00,53000.00,-500.00,-0.93,521000.00,27613.00
CMG,10/10/2024,2989400.00,157899.00,10186266.00,53500.00,2500.00,4.90,2911400.00,153921.00
CMG,9/10/2024,391800.00,19827.00,9710272.00,51000.00,1300.00,2.62,351800.00,17839.00
CMG,8/10/2024,401500.00,20027.00,9462756.00,49700.00,-500.00,-1.00,401500.00,20027.00
CMG,7/10/2024,257300.00,13003.00,9557954.00,50200.00,0.00,0.00,220300.00,11079.00
CMG,4/10/2024,404800.00,20402.00,9557954.00,50200.00,-200.00,-0.40,339800.00,17126.00
CMG,3/10/2024,533000.00,27057.00,9596034.00,50400.00,-700.00,-1.37,533000.00,27057.00
CMG,2/10/2024,312900.00,16070.00,9729312.00,51100.00,-800.00,-1.54,292900.00,15032.00
CMG,1/10/2024,992800.00,50920.00,9881630.00,51900.00,1100.00,2.17,882800.00,45722.00
CMG,30/09/2024,291300.00,14857.00,9672193.00,50800.00,-200.00,-0.39,291300.00,14857.00
CMG,27/09/2024,457500.00,23401.00,9710272.00,51000.00,-500.00,-0.97,457500.00,23401.00
CMG,26/09/2024,653800.00,33669.00,9805471.00,51500.00,0.00,0.00,576800.00,29703.00
CMG,25/09/2024,560300.00,28939.00,9805471.00,51500.00,-300.00,-0.58,515300.00,26608.00
CMG,24/09/2024,413932.00,21197.00,9862590.00,51800.00,700.00,1.37,279900.00,14392.00
CMG,23/09/2024,660200.00,33902.00,9729312.00,51100.00,-1000.00,-1.92,615200.00,31647.00
CMG,20/09/2024,724700.00,38147.00,9919710.00,52100.00,-100.00,-0.19,650700.00,34284.00
CMG,19/09/2024,515000.00,26953.00,9938749.00,52200.00,-300.00,-0.57,493000.00,25798.00
CMG,18/09/2024,1372700.00,71877.00,9995869.00,52500.00,1600.00,3.14,1327700.00,69586.00
CMG,17/09/2024,421900.00,21193.00,9691233.00,50900.00,500.00,0.99,279900.00,14094.00
CMG,16/09/2024,350900.00,17875.00,9596034.00,50400.00,-700.00,-1.37,295900.00,15064.00
CMG,13/09/2024,470600.00,23963.00,9729312.00,51100.00,300.00,0.59,387600.00,19747.00
CMG,12/9/2024,307500.00,15583.00,9672193.00,50800.00,500.00,0.99,231500.00,11760.00
CMG,11/9/2024,446600.00,22333.00,9576994.00,50300.00,800.00,1.62,446600.00,22333.00
CMG,10/9/2024,587900.00,29458.00,9424676.00,49500.00,-1500.00,-2.94,587900.00,29458.00
CMG,9/9/2024,554900.00,28264.00,9710272.00,51000.00,-800.00,-1.54,519900.00,26577.00
CMG,6/9/2024,455500.00,23598.00,9864756.00,51800.00,-300.00,-0.58,455500.00,23598.00
CMG,5/9/2024,672600.00,34924.00,9921887.00,52100.00,-900.00,-1.70,592600.00,30980.00
CMG,4/9/2024,705900.00,37040.00,10093283.00,53000.00,200.00,0.38,635900.00,33344.00
CMG,30/08/2024,387700.00,20475.00,10055195.00,52800.00,-700.00,-1.31,349700.00,18583.00
CMG,29/08/2024,2288758.00,121590.00,10188502.00,53500.00,1200.00,2.29,1041300.00,54930.00
CMG,28/08/2024,512300.00,26915.00,9959975.00,52300.00,-200.00,-0.38,463400.00,24348.00
CMG,27/08/2024,727400.00,37894.00,9998063.00,52500.00,-300.00,-0.57,623400.00,32636.00
CMG,26/08/2024,846100.00,44773.00,10055195.00,52800.00,-1000.00,-1.86,796100.00,42268.00
CMG,23/08/2024,848700.00,45699.00,10245634.00,53800.00,-900.00,-1.65,806700.00,43402.00
CMG,22/08/2024,2789200.00,151685.00,10417029.00,54700.00,2100.00,3.99,1602700.00,86962.00
CMG,21/08/2024,1013400.00,53718.00,10017107.00,52600.00,-500.00,-0.94,943400.00,49943.00
CMG,20/08/2024,876800.00,46841.00,10112327.00,53100.00,100.00,0.19,786800.00,42071.00
CMG,19/08/2024,913500.00,48346.00,10093283.00,53000.00,800.00,1.53,777500.00,41247.00
CMG,16/08/2024,1446100.00,74824.00,9940931.00,52200.00,2450.00,4.92,1346500.00,69525.00
CMG,15/08/2024,570200.00,28440.00,9474355.00,49750.00,-1150.00,-2.26,490200.00,24460.00
CMG,14/08/2024,1050000.00,53534.00,9693360.00,50900.00,-600.00,-1.17,1050000.00,53534.00
CMG,13/08/2024,1052500.00,55098.00,9807624.00,51500.00,-300.00,-0.58,880800.00,45586.00
CMG,12/8/2024,1031400.00,53032.00,9864756.00,51800.00,1000.00,1.97,858000.00,44239.00
CMG,9/8/2024,1115800.00,55796.00,9674316.00,50800.00,2100.00,4.31,1007800.00,50521.00
CMG,8/8/2024,1681600.00,82744.00,9274394.00,48700.00,-2300.00,-4.51,928300.00,46058.00
CMG,7/8/2024,586200.00,29604.00,9712404.00,51000.00,900.00,1.80,586200.00,29604.00
CMG,6/8/2024,688100.00,34025.00,9541009.00,50100.00,1450.00,2.98,688100.00,34025.00
CMG,5/8/2024,1537900.00,76146.00,9264872.00,48650.00,-3650.00,-6.98,1537900.00,76146.00
CMG,2/8/2024,919600.00,47080.00,9959975.00,52300.00,1100.00,2.15,824600.00,42140.00
CMG,1/8/2024,2295500.00,119236.00,9750492.00,51200.00,-3800.00,-6.91,1318900.00,69234.00
CMG,31/07/2024,793300.00,43348.00,10474161.00,55000.00,-400.00,-0.72,647300.00,35464.00
CMG,30/07/2024,1030800.00,57221.00,10550337.00,55400.00,-1200.00,-2.12,940800.00,52226.00
CMG,29/07/2024,1030000.00,58337.00,10778864.00,56600.00,100.00,0.18,878000.00,49749.00
CMG,26/07/2024,1283700.00,70937.00,10759820.00,56500.00,3100.00,5.81,1103700.00,60767.00
CMG,25/07/2024,1931000.00,102766.00,10169458.00,53400.00,-1100.00,-2.02,730200.00,39007.00
CMG,24/07/2024,1019900.00,54817.00,10378942.00,54500.00,400.00,0.74,809900.00,43456.00
CMG,23/07/2024,1165300.00,64350.00,10302766.00,54100.00,0.00,0.00,1058300.00,58358.00
CMG,22/07/2024,1492700.00,81747.00,10302766.00,54100.00,-1900.00,-3.39,1273300.00,69461.00
CMG,19/07/2024,1147900.00,65037.00,10664601.00,56000.00,-1200.00,-2.10,1040900.00,58917.00
CMG,18/07/2024,2106900.00,119751.00,10893128.00,57200.00,1000.00,1.78,1352300.00,76738.00
CMG,17/07/2024,2371100.00,138166.00,10702688.00,56200.00,-3800.00,-6.33,2226100.00,130075.00
CMG,16/07/2024,1902900.00,116330.00,11426358.00,60000.00,-2100.00,-3.38,1902900.00,116330.00
CMG,15/07/2024,1623300.00,101958.00,11826280.00,62100.00,-1700.00,-2.66,1588300.00,99571.00
CMG,12/7/2024,1709400.00,110046.00,12150027.00,63800.00,-1400.00,-2.15,1454500.00,93461.00
CMG,11/7/2024,1205000.00,79431.00,12416642.00,65200.00,-1000.00,-1.51,1076000.00,70917.00
CMG,10/7/2024,2792800.00,184514.00,12607081.00,66200.00,1700.00,2.64,2531800.00,168131.00
CMG,9/7/2024,1980200.00,125549.00,12283335.00,64500.00,700.00,1.10,1725200.00,109280.00
CMG,8/7/2024,1180300.00,75431.00,12150027.00,63800.00,-400.00,-0.62,1000300.00,64181.00
CMG,5/7/2024,1553800.00,101015.00,12226203.00,64200.00,-200.00,-0.31,1413800.00,91999.00
CMG,4/7/2024,1553000.00,99638.00,12264291.00,64400.00,1600.00,2.55,1432300.00,91539.00
CMG,3/7/2024,1073200.00,67058.00,11959588.00,62800.00,-400.00,-0.63,988200.00,62060.00
CMG,2/7/2024,1102500.00,69522.00,12035764.00,63200.00,900.00,1.44,1102500.00,69522.00
CMG,1/7/2024,1149200.00,71025.00,11864368.00,62300.00,1300.00,2.13,1149200.00,71025.00
CMG,28/06/2024,1961300.00,122457.00,11616797.00,61000.00,-2400.00,-3.79,1961300.00,122457.00
CMG,27/06/2024,1184800.00,75853.00,12073851.00,63400.00,-1400.00,-2.16,1184800.00,75853.00
CMG,26/06/2024,1264700.00,80636.00,12340466.00,64800.00,1100.00,1.73,1164700.00,74706.00
CMG,25/06/2024,2348600.00,151551.00,12130983.00,63700.00,-2700.00,-4.07,2268600.00,146607.00
CMG,24/06/2024,3838000.00,260990.00,12645169.00,66400.00,-4200.00,-5.95,3818000.00,259490.00
CMG,21/06/2024,2142100.00,151268.00,13445014.00,70600.00,700.00,1.00,2022100.00,142880.00
CMG,20/06/2024,1939600.00,135284.00,13311707.00,69900.00,0.00,0.00,1699600.00,119660.00
CMG,19/06/2024,2450700.00,167740.00,13311707.00,69900.00,1500.00,2.19,2326700.00,159841.00
CMG,18/06/2024,1517400.00,103436.00,13026048.00,68400.00,500.00,0.74,1392400.00,95536.00
CMG,17/06/2024,3897300.00,269492.00,12930828.00,67900.00,-2100.00,-3.00,3818300.00,264127.00
CMG,14/06/2024,3582700.00,257423.00,13330751.00,70000.00,0.00,0.00,3529700.00,253973.00
CMG,13/06/2024,1602000.00,113041.00,13330751.00,70000.00,400.00,0.57,1468000.00,104358.00
CMG,12/6/2024,2105800.00,146626.00,13254575.00,69600.00,1000.00,1.46,2035800.00,141754.00
CMG,11/6/2024,2301100.00,158086.00,13064136.00,68600.00,-900.00,-1.29,2251100.00,154656.00
CMG,10/6/2024,1406900.00,96871.00,13235531.00,69500.00,1100.00,1.61,1236900.00,85141.00
CMG,7/6/2024,1558000.00,106090.00,13026048.00,68400.00,0.00,0.00,1433000.00,98127.00
CMG,6/6/2024,2273800.00,154799.00,13026048.00,68400.00,1200.00,1.79,2175800.00,148674.00
CMG,5/6/2024,2540900.00,176003.00,12769814.00,67200.00,-1300.00,-1.90,2540900.00,176003.00
CMG,4/6/2024,2851900.00,195488.00,13016849.00,68500.00,3400.00,5.22,2789900.00,191731.00
CMG,3/6/2024,4588700.00,294152.00,12370757.00,65100.00,4200.00,6.90,4461800.00,286805.00
CMG,31/05/2024,1104900.00,67026.00,11572644.00,60900.00,1700.00,2.87,1017900.00,61876.00
CMG,30/05/2024,1849100.00,109491.00,11249598.00,59200.00,-800.00,-1.33,1814100.00,107426.00
CMG,29/05/2024,2384000.00,146091.00,11401620.00,60000.00,-2100.00,-3.38,2384000.00,146091.00
CMG,28/05/2024,1524800.00,92440.00,11800676.00,62100.00,3100.00,5.25,1479800.00,89785.00
CMG,27/05/2024,2265500.00,132741.00,11211593.00,59000.00,-700.00,-1.17,2265500.00,132741.00
CMG,24/05/2024,2640300.00,162471.00,11344612.00,59700.00,-3900.00,-6.13,2640300.00,162471.00
CMG,23/05/2024,3200000.00,201861.00,12085717.00,63600.00,2400.00,3.92,3065000.00,193599.00
CMG,22/05/2024,1663400.00,102427.00,11629652.00,61200.00,-300.00,-0.49,1584400.00,97608.00
CMG,21/05/2024,2029900.00,123961.00,11686660.00,61500.00,2500.00,4.24,1959900.00,119831.00
CMG,20/05/2024,3991300.00,240051.00,11211593.00,59000.00,-2300.00,-3.75,3963300.00,238399.00
CMG,17/05/2024,2874800.00,175158.00,11648655.00,61300.00,700.00,1.16,2849800.00,173553.00
CMG,16/05/2024,3482500.00,213638.00,11515636.00,60600.00,-2400.00,-3.81,3482500.00,213638.00
CMG,15/05/2024,1956900.00,125036.00,11971701.00,63000.00,600.00,0.96,1956900.00,125036.00
CMG,14/05/2024,1472300.00,89809.00,11857685.00,62400.00,4000.00,6.85,1472300.00,89809.00
CMG,13/05/2024,1459100.00,85370.00,11097577.00,58400.00,-500.00,-0.85,1459100.00,85370.00
CMG,10/5/2024,3040800.00,177802.00,11192590.00,58900.00,3500.00,6.32,3000800.00,175586.00
CMG,9/5/2024,1438800.00,79104.00,10527496.00,55400.00,3600.00,6.95,1353800.00,74854.00
CMG,8/5/2024,1159000.00,58871.00,9843398.00,51800.00,3350.00,6.91,1000000.00,50921.00
CMG,7/5/2024,1185633.00,57950.00,9206808.00,48450.00,1600.00,3.42,951000.00,46258.00
CMG,6/5/2024,1555400.00,71449.00,8902765.00,46850.00,1750.00,3.88,1300400.00,59719.00
CMG,3/5/2024,1141300.00,52325.00,8570218.00,45100.00,-1050.00,-2.28,954300.00,43723.00
CMG,2/5/2024,1369600.00,62368.00,8769746.00,46150.00,1500.00,3.36,1139600.00,52248.00
CMG,26/04/2024,673900.00,30067.00,8484705.00,44650.00,50.00,0.11,502900.00,22440.00
CMG,25/04/2024,1425900.00,64530.00,8475204.00,44600.00,-700.00,-1.55,1275900.00,58080.00
CMG,24/04/2024,878900.00,39031.00,8608223.00,45300.00,2500.00,5.84,743900.00,33226.00
CMG,23/04/2024,2172300.00,91870.00,8133155.00,42800.00,450.00,1.06,2046300.00,86578.00
CMG,22/04/2024,460500.00,19561.00,8047643.00,42350.00,800.00,1.93,262500.00,11047.00
CMG,19/04/2024,1900600.00,79648.00,7895622.00,41550.00,-2600.00,-5.89,1720600.00,72178.00
CMG,17/04/2024,799800.00,35529.00,8389692.00,44150.00,-1700.00,-3.71,683500.00,30295.00
CMG,16/04/2024,993400.00,43858.00,8712738.00,45850.00,0.00,0.00,865400.00,38098.00
CMG,15/04/2024,1404600.00,66902.00,8712738.00,45850.00,-3450.00,-7.00,1204600.00,57042.00
CMG,12/4/2024,707100.00,33950.00,9368331.00,49300.00,1200.00,2.49,600100.00,28814.00
CMG,11/4/2024,454100.00,21708.00,9140299.00,48100.00,-800.00,-1.64,334100.00,16008.00
CMG,10/4/2024,827400.00,39783.00,9292320.00,48900.00,900.00,1.88,720400.00,34647.00
CMG,9/4/2024,724800.00,33818.00,9121296.00,48000.00,2950.00,6.55,580800.00,27050.00
CMG,8/4/2024,1164095.00,54364.00,8560716.00,45050.00,-2250.00,-4.76,1096400.00,51162.00
CMG,5/4/2024,851900.00,40679.00,8988277.00,47300.00,1350.00,2.94,851900.00,40679.00
CMG,4/4/2024,2040400.00,93286.00,8731740.00,45950.00,3000.00,6.98,1958400.00,89764.00
CMG,3/4/2024,987200.00,41233.00,8161659.00,42950.00,2800.00,6.97,987200.00,41233.00
CMG,2/4/2024,215900.00,8640.00,7629584.00,40150.00,-50.00,-0.12,215900.00,8640.00
CMG,1/4/2024,358100.00,14294.00,7639085.00,40200.00,250.00,0.63,335100.00,13375.00
CMG,29/03/2024,133900.00,5341.00,7591578.00,39950.00,-500.00,-1.24,133900.00,5341.00
CMG,28/03/2024,420300.00,16890.00,7686592.00,40450.00,300.00,0.75,195300.00,7853.00
CMG,27/03/2024,169800.00,6794.00,7629584.00,40150.00,0.00,0.00,169800.00,6794.00
CMG,26/03/2024,1169400.00,46359.00,7629584.00,40150.00,850.00,2.16,1049400.00,41643.00
CMG,25/03/2024,111800.00,4416.00,7468061.00,39300.00,-700.00,-1.75,111800.00,4416.00
CMG,22/03/2024,362400.00,14280.00,7601080.00,40000.00,200.00,0.50,292400.00,11494.00
CMG,21/03/2024,1143500.00,44553.00,7563074.00,39800.00,-250.00,-0.62,1093500.00,42568.00
CMG,20/03/2024,200300.00,7941.00,7610581.00,40050.00,350.00,0.88,139300.00,5519.00
CMG,19/03/2024,282700.00,11288.00,7544072.00,39700.00,-1250.00,-3.05,187700.00,7488.00
CMG,18/03/2024,277300.00,11207.00,7781605.00,40950.00,-550.00,-1.33,205300.00,8255.00
CMG,15/03/2024,319900.00,13079.00,7886120.00,41500.00,-150.00,-0.36,219900.00,8914.00
CMG,14/03/2024,313300.00,12863.00,7914624.00,41650.00,-300.00,-0.72,247300.00,10157.00
CMG,13/03/2024,486500.00,20274.00,7971632.00,41950.00,1350.00,3.33,386500.00,16214.00
CMG,12/3/2024,588800.00,23350.00,7715096.00,40600.00,1400.00,3.57,528800.00,20998.00
